SiteName,Year,Month,Time,Salinity,Latitude,Longitude,Grid.Lat,Grid.Long,Unique,Depth,Flow,PREC,AMO,NAO,ACE,AMO6,NAO6,FLOW6,PREC6
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1990,2,1990_2,83,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,37942,146.9,-0.162,3.2,135.1,-0.163833333,0.316666667,150688,53.01666667
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1990,4,1990_4,54,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,37761,41.4,-0.118,3.1,135.1,-0.176833333,1.133333333,171067,63.33333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1990,4,1990_4,56,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,37761,41.4,-0.118,3.1,135.1,-0.176833333,1.133333333,171067,63.33333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1990,8,1990_8,8,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,19161,5.6,0.052,0.9,96.8,-0.063833333,0.866666667,193765,32.51666667
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1990,8,1990_8,32,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,19161,5.6,0.052,0.9,96.8,-0.063833333,0.866666667,193765,32.51666667
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1990,10,1990_10,17,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,20907,75.7,0.112,0.5,96.8,0.028666667,-0.066666667,193518,36.78333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1990,10,1990_10,24,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,20907,75.7,0.112,0.5,96.8,0.028666667,-0.066666667,193518,36.78333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1991,1,1991_1,6,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,25829,57.1,-0.196,0.7,96.8,0.003833333,0.233333333,152412,33.1
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1991,1,1991_1,13,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,25829,57.1,-0.196,0.7,96.8,0.003833333,0.233333333,152412,33.1
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1991,4,1991_4,11,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,287456,95.8,-0.134,1.1,96.8,-0.1015,0.366666667,426544,48.38333333
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1991,4,1991_4,14,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,287456,95.8,-0.134,1.1,96.8,-0.1015,0.366666667,426544,48.38333333
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1991,7,1991_7,27,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,63844,52.1,-0.109,-1.4,35.5,-0.1195,0.033333333,602186,97.23333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1991,7,1991_7,44,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,63844,52.1,-0.109,-1.4,35.5,-0.1195,0.033333333,602186,97.23333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1992,1,1992_1,4,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,61466,163.9,-0.192,-1,35.5,-0.1805,0.266666667,440631,118.5833333
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1992,1,1992_1,30,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,61466,163.9,-0.192,-1,35.5,-0.1805,0.266666667,440631,118.5833333
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1992,4,1992_4,15,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,112509,85.5,-0.186,1.8,35.5,-0.174333333,1.1,531112,105.75
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1992,4,1992_4,18,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,112509,85.5,-0.186,1.8,35.5,-0.174333333,1.1,531112,105.75
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1992,8,1992_8,12,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,52795,6.1,-0.383,2.3,76.2,-0.210166667,1,618876,96.7
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1992,8,1992_8,16,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,52795,6.1,-0.383,2.3,76.2,-0.210166667,1,618876,96.7
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1992,10,1992_10,12,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,31184,101.6,-0.302,-1.2,76.2,-0.275833333,0.083333333,559994,91.45
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1992,10,1992_10,19,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,31184,101.6,-0.302,-1.2,76.2,-0.275833333,0.083333333,559994,91.45
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1993,1,1993_1,6,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,26085,17.4,-0.242,2.1,76.2,-0.3205,1.016666667,273556,44.15
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1993,1,1993_1,16,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,26085,17.4,-0.242,2.1,76.2,-0.3205,1.016666667,273556,44.15
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1993,5,1993_5,6,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,125200,279.3,-0.166,-3.6,76.2,-0.217833333,0.45,310472,119.95
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1993,5,1993_5,23,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,125200,279.3,-0.166,-3.6,76.2,-0.217833333,0.45,310472,119.95
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1993,7,1993_7,11,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,40399,NA,-0.28,-0.2,38.7,-0.207,-0.183333333,622893,176.02
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1993,8,1993_8,27,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,31925,17.8,-0.231,-0.2,38.7,-0.214,-0.266666667,619661,150.94
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1993,10,1993_10,8,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,58514,77.5,-0.246,-0.7,38.7,-0.212333333,-1.266666667,612721,135.32
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1993,10,1993_10,17,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,58514,77.5,-0.246,-0.7,38.7,-0.212333333,-1.266666667,612721,135.32
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1994,1,1994_1,14,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,29120,21.2,-0.299,2,38.7,-0.26,0.6,254799,54.06666667
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1994,1,1994_1,24,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,29120,21.2,-0.299,2,38.7,-0.26,0.6,254799,54.06666667
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1994,4,1994_4,39,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,29449,63.7,-0.203,1.1,38.7,-0.2855,2.033333333,251693,59.51666667
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1994,5,1994_5,18,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,47238,51.1,-0.21,-0.5,38.7,-0.267,1.533333333,276377,63.06666667
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1994,6,1994_6,29,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,54016,112.5,-0.225,2.1,38.7,-0.255166667,1.45,249841,68.88333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1994,8,1994_8,52,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,30621,27.2,-0.239,-1,32,-0.232166667,1.133333333,261750,68.91666667
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1994,9,1994_9,24,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,34050,126.5,-0.156,-0.1,32,-0.211166667,0.383333333,228121,67.21666667
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1995,1,1995_1,47,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,24862,13,-0.066,1.4,32,-0.106833333,0.15,337765,70.35
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1995,4,1995_4,60,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,30736,23.2,0.072,-1.9,32,-0.0235,0.9,187186,66.21666667
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1995,7,1995_7,140,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,32781,8.4,0.31,-1.4,227.1,0.163333333,-0.35,271968,65.1
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1995,11,1995_11,30,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,150523,62.7,0.123,-3,227.1,0.186666667,-1.166666667,574143,86.46666667
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1996,2,1996_2,18,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,21875,2.6,-0.036,0.9,227.1,0.043166667,-1.233333333,477403,50.05
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1996,4,1996_4,32,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,23150,27.1,0.005,-1,227.1,0.009166667,-1.883333333,282764,16.86666667
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1996,8,1996_8,39,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,34038,183.7,-0.012,0.6,166.2,-0.062333333,-0.483333333,151162,49.66
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1996,11,1996_11,30,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,15207,29.8,-0.178,1,166.2,-0.097,0.75,261587,71.16
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1997,2,1997_2,28,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,8270,39.2,-0.04,3.7,166.2,-0.1045,-0.05,225059,49.03333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1997,5,1997_5,33,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,91055,136.5,0.036,-1.9,166.2,-0.042333333,-0.8,441777,100
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1997,8,1997_8,63,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,19698,59,0.011,0.7,40.9,0.0185,-0.633333333,508712,127.14
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1997,11,1997_11,30,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,52787,63.1,0.047,0.1,40.9,0.0615,-0.766666667,654269,190.06
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1998,2,1998_2,8,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,68942,36.4,0.287,0.7,40.9,0.139666667,-0.633333333,670557,143.2166667
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1998,5,1998_5,23,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,21790,NA,0.379,-0.2,40.9,0.253833333,0.083333333,189798,34.42
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1998,8,1998_8,41,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,22195,19.3,0.508,1.5,181.8,0.409833333,0.3,129384,27
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1998,10,1998_10,25,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,344195,364.4,0.378,1,181.8,0.440166667,-0.066666667,582176,122.62
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1998,11,1998_11,14,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.304878,61591,165.7,0.313,0.9,181.8,0.429166667,0.116666667,621977,129.8
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1999,2,1999_2,11,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.304878,22228,NA,0.053,2.2,181.8,0.2455,0.833333333,637395,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1999,2,1999_2,22,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,22228,NA,0.053,2.2,181.8,0.2455,0.833333333,637395,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1999,4,1999_4,20,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.304878,26725,NA,0.048,0,181.8,0.133333333,1.033333333,231837,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1999,4,1999_4,29,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.304878,26725,NA,0.048,0,181.8,0.133333333,1.033333333,231837,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1999,8,1999_8,19,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,488066,NA,0.303,-2.6,176.5,0.157333333,-0.433333333,709293,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1999,8,1999_8,20,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,488066,NA,0.303,-2.6,176.5,0.157333333,-0.433333333,709293,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1999,10,1999_10,74,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,105216,NA,0.013,0.4,176.5,0.170666667,-0.25,837308,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1999,10,1999_10,86,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,105216,NA,0.013,0.4,176.5,0.170666667,-0.25,837308,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,1999,12,1999_12,17,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,23042,NA,0.01,1.7,176.5,0.107833333,-0.1,800720,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,1999,12,1999_12,48,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,23042,NA,0.01,1.7,176.5,0.107833333,-0.1,800720,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2000,3,2000_3,71,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,1949.1,NA,0.099,0.4,176.5,-0.010166667,1.083333333,114819.6,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2000,4,2000_4,28,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-7852.4,NA,0.038,-2.5,176.5,-0.006,0.6,1751.2,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2000,4,2000_4,28,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-7852.4,NA,0.038,-2.5,176.5,-0.006,0.6,1751.2,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2000,4,2000_4,29,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-7852.4,NA,0.038,-2.5,176.5,-0.006,0.6,1751.2,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2000,4,2000_4,29,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-7852.4,NA,0.038,-2.5,176.5,-0.006,0.6,1751.2,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2000,4,2000_4,34,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-7852.4,NA,0.038,-2.5,176.5,-0.006,0.6,1751.2,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2000,4,2000_4,51,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-7852.4,NA,0.038,-2.5,176.5,-0.006,0.6,1751.2,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2000,7,2000_7,78,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-30571.5,NA,0.068,-2.9,119.1,0.040333333,-0.166666667,-29474.8,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2000,7,2000_7,82,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-30571.5,NA,0.068,-2.9,119.1,0.040333333,-0.166666667,-29474.8,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2000,8,2000_8,30,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-30525.9,NA,0.098,0.4,119.1,0.063666667,-0.616666667,-41049,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2000,8,2000_8,33,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-30525.9,NA,0.098,0.4,119.1,0.063666667,-0.616666667,-41049,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2000,10,2000_10,9,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-25975.2,NA,-0.044,4.5,119.1,0.049666667,0.516666667,-88786.6,NA
CORPUS CHRISTI BAY WEST OF CHANNEL MARKER 61 APPROX 6.7 MI NORTH OF ENTRANCE OF OSO BAY,2000,10,2000_10,11,27.808332,-97.308334,27.8,-97.3,27.8_-97.3,0.3,-25975.2,NA,-0.044,4.5,119.1,0.049666667,0.516666667,-88786.6,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2000,10,2000_10,12,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-25975.2,NA,-0.044,4.5,119.1,0.049666667,0.516666667,-88786.6,NA
CORPUS CHRISTI BAY WEST OF CHANNEL MARKER 56 APPROX 4.5 MI WEST SOUTHWEST OF TPWD BOAT RAMP AT INGLESIDE ON THE BAY,2000,10,2000_10,14,27.811388,-97.288612,27.8,-97.3,27.8_-97.3,0.3,-25975.2,NA,-0.044,4.5,119.1,0.049666667,0.516666667,-88786.6,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2000,10,2000_10,15,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-25975.2,NA,-0.044,4.5,119.1,0.049666667,0.516666667,-88786.6,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2000,10,2000_10,46,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-25975.2,NA,-0.044,4.5,119.1,0.049666667,0.516666667,-88786.6,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2000,12,2000_12,9,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-29337.6,NA,-0.131,-2.2,119.1,0.005166667,0,-158363.4,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2001,2,2001_2,11,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,11695.7,34.9,-0.031,-0.5,119.1,-0.049666667,0.316666667,-73876.3,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2001,2,2001_2,20,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,11695.7,34.9,-0.031,-0.5,119.1,-0.049666667,0.316666667,-73876.3,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2001,3,2001_3,13,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,14994.3,101.6,0.01,-1.5,119.1,-0.064166667,0.033333333,-31216.3,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2001,3,2001_3,20,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,14994.3,101.6,0.01,-1.5,119.1,-0.064166667,0.033333333,-31216.3,NA
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2001,4,2001_4,10,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,27851.6,15.5,-0.016,1.4,119.1,-0.0595,-0.483333333,22610.5,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2001,4,2001_4,11,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,27851.6,15.5,-0.016,1.4,119.1,-0.0595,-0.483333333,22610.5,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2001,5,2001_5,9,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,17926.3,51.8,-0.014,-1,119.1,-0.052333333,-0.65,54824.3,NA
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2001,7,2001_7,19,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,15749.3,104.1,0.131,0.3,110.1,0.045666667,-0.533333333,117480.7,56.3
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2001,8,2001_8,12,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,47715.2,149.9,0.173,0.6,110.1,0.079666667,-0.35,153500.2,75.46666667
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2001,10,2001_10,14,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,19045.7,36.5,0.247,0.9,110.1,0.168833333,-0.65,275768,69.68333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2001,10,2001_10,15,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,19045.7,36.5,0.247,0.9,110.1,0.168833333,-0.65,275768,69.68333333
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2002,3,2002_3,6,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-13174,5.1,0.14,0.9,110.1,0.181,0.216666667,191033.7,60.71666667
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2002,3,2002_3,11,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-13174,5.1,0.14,0.9,110.1,0.181,0.216666667,191033.7,60.71666667
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2002,4,2002_4,24,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-24752.9,12.5,0.023,2.2,110.1,0.143666667,0.433333333,147235.1,56.71666667
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2002,4,2002_4,31,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-24752.9,12.5,0.023,2.2,110.1,0.143666667,0.433333333,147235.1,56.71666667
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2002,6,2002_6,13,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-28226.3,108.7,-0.121,1.9,110.1,0.0545,1.516666667,-129472.1,32.98333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2002,6,2002_6,18,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-28226.3,108.7,-0.121,1.9,110.1,0.0545,1.516666667,-129472.1,32.98333333
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2002,11,2002_11,12,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,181241.4,138.7,0.015,1.3,67.4,0.018,-0.166666667,427206.8,174.2833333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2002,11,2002_11,15,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,181241.4,138.7,0.015,1.3,67.4,0.018,-0.166666667,427206.8,174.2833333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2003,3,2003_3,9,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,13754.2,52,0.108,0.5,67.4,0.043166667,-0.166666667,380504,135.6333333
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2003,3,2003_3,12,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,13754.2,52,0.108,0.5,67.4,0.043166667,-0.166666667,380504,135.6333333
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2003,5,2003_5,17,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,-17057.2,0.3,0.147,0.8,67.4,0.059833333,-0.233333333,42375.6,47.98333333
CORPUS CHRISTI BAY AT CORPUS CHRISTI CM 62,2003,5,2003_5,57,27.811388,-97.301476,27.8,-97.3,27.8_-97.3,0.3,-17057.2,0.3,0.147,0.8,67.4,0.059833333,-0.233333333,42375.6,47.98333333
CORPUS CHRISTI BAY NEAR CORPUS CHRISTI SHIP CM 86 APPROXIMATELY 0.8 KM EAST OF US HWY 181,2003,7,2003_7,8,27.809999,-97.388336,27.8,-97.4,27.8_-97.4,0.3,4757.3,176.1,0.272,0.4,176.3,0.131,0.083333333,680.2,57.46666667
